CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
5590930e0c8de54aff531280946aebabcdd5ce798a37bba57e348767963ab9972abc4995b39885f423f226e2898df17ffef38424e81ea9cabd20fa22fd10c9c3,,07/30/2023 12:30:00 PM,20,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/30/2023 05:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3741,W,FULLERTON AVE,2525,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,1,7,41.92444197,-87.72111194,POINT (-87.721111934959 41.924441970981)
6571381d9d1940b3f31ea3114fdfcb4b0892f96c7a179e79c178178f6486d9f381119339e7d922c634a5e32b9a78c40ef3ec464df4b136bd589dc5675f56298e,,07/30/2023 06:10:00 PM,45,OTHER WARNING SIGN,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/30/2023 06:15:00 PM,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,8801,S,CHICAGO SKYWAY IB,423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,18,1,7,,,
66e6707a6ebdab54f418d9f4a5529f24587be9cf4258107c1b3a5e62317bf170960c5d05c5176c71e8acab60fab1c390c66ebb36c31fc8103ec2430b9d589b36,,07/30/2023 09:30:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",07/30/2023 09:31:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1,W,PARKING LOT E ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,1,7,,,
5eea7552047c0c557d192526c180631b137f96cc6ee6d7bd200953ec47de55b448fc1e94ee18251176db97e50db35a8c1876079312441d9aa6ee5b0bc453e70c,,06/27/2018 03:40:00 PM,5,OTHER,OTHER,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",06/27/2018 03:41:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8900,S,CHICAGO SKYWAY OB,423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,6,,,
5f7bdd8d312f99564f9a6ad3666bca9ee6e5001d6897d20a307a911216b5288e1c0032e22e20188167633b5220669c9fafbc567ce9ed36d558d12ebcb1e1bd38,,06/22/2019 08:00:00 AM,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR TO FRONT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",06/22/2019 08:06:00 AM,IMPROPER BACKING,NOT APPLICABLE,10700,W,HIGGINS RD,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,7,6,,,
5fef134f7b73bbe8421ac11d024286180861c67fa63961ad46f767406b439db9c8ed51ccba70d586cc56b6cd8f19d09c56c6926cd54ec3bef79d38eec2361c4d,,05/10/2023 9:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/10/2023 9:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,504,W,OHARE ST,1654,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,5,,,
607c1cb23936ea0a4543e9b70f5d027fed596941c4c7f08543faf92bcf885b85c417dd944f9d06e857c9d1a831a1e547bb369b98dda4f26f7b0ad6f095688972,,07/13/2021 10:09:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/13/2021 10:09:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1,W,TERMINAL ST,1651,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,3,7,,,
9d1c64dec0bde793330324533eac9d8c2dcce168a291dd91bdea25c27b0b5cafeb973eaa24f47e79ded4c8e350bc7b3fa72a58f45eca4f58982d3c3ec3560259,,08/19/2023 12:45:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,,"CURVE, LEVEL",OTHER,OTHER,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",08/19/2023 12:52:00 AM,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,NOT APPLICABLE,98,W,I190 EXPY,1654,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,7,8,,,
6129b47cd3fc88e4535e6017bce8545ea900264f0db33cd2ea1936ab78d405564bb9b5e58a2774e3374fb905e1dd0816fd433221c882996e90733c9efc71a0bc,,04/19/2023 05:20:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",04/19/2023 06:15:00 PM,NOT APPLICABLE,NOT APPLICABLE,1,W,PARKING LOT E ST,1654,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,4,4,,,
c107aea0fb8320ca5e7676759af9399cffe67f3ac8e4292e448a54ef70cf2196867af4481c6acb568341407b99430956b7a8a30d7193127d31f16891e90eab8d,,09/19/2023 05:40:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO SIDE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",09/19/2023 07:00:00 PM,IMPROPER BACKING,NOT APPLICABLE,13241,S,FORRESTVILLE AVE,533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,3,9,41.6542632,-87.60838236,POINT (-87.608382357018 41.654263202013)
63a8ce06a5a1d8a51d206829580daffcbbbc42ddea868388f7db3b169c1431e5ff242018c2c7e3ed84dbef8e4b77772e449e990f27c6bb4d5e02b88c43f18030,,06/04/2018 18:42,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",06/04/2018 18:43,FOLLOWING TOO CLOSELY,NOT APPLICABLE,6299,S,LAKE SHORE DR,331,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,2,6,,,
63b3c9348a3b22589680c8b74db8b3510d93e6d468312efdee6df74249585b049268afd2cc4ce6521fa4e400cd5761354f3ec4b5b7d60a3dc85e7c35a6d4bde5,,03/05/2023 18:19,25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PEDESTRIAN,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,03/05/2023 18:21,EQUIPMENT - VEHICLE CONDITION,UNABLE TO DETERMINE,3,W,TERMINAL ST,1653,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,18,1,3,,,
63f2b6b8580659584c8d57666d20b947ac4adc054a116990a7ec7bb39fd6d5c90f3fda01a27ea845b1068280d8d48b03f238dfaa98925be7d08f6d5e207902f7,,08/02/2019 20:20,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",08/02/2019 20:23,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,6,8,,,
6744da82f400ea27566b1c6be4601b19ea000098d8e20aa2b2aae4468808f93f5f6e563a48c2ca9fd2b42dd7db8c61272481d0b1dbc1931ee92cb085f732e603,,11/30/2019 06:45:00 AM,55,NO CONTROLS,NO CONTROLS,RAIN,DAWN,HEAD ON,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",11/30/2019 06:52:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3900,S,DAN RYAN LOCAL OB,925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,6,7,11,,,
9e405b05680e0cb67ca12f910d982fcba7937ee61c83631be36aa957d8ec704314634492213decd6989adb7c5e8a4a5d27d33dee0a5c3ac6882fbc9412825989,,09/20/2023 11:00:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",09/20/2023 11:20:00 AM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,10255,W,BALMORAL AVE,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,4,9,,,
abef801ced512af26d8865f3a6eb17a26166d268f75cfc0945be37108e71e45369956186a46a8e21ca2def36bb2056979ea56938dd8b86fc1395fb69c877bd9c,,07/30/2023 11:58:00 AM,10,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,ALLEY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/30/2023 12:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5835,S,ROCKWELL ST,824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,8,0,11,1,7,41.78725918,-87.688593,POINT (-87.688593000961 41.787259180975)
cfe42e26067cffeeb02c96d3f88c94723b05a57a8a0e392f39a09214a7f976a5411e8b873c176f9e16cccf1115b4ca00d47f2705298276c580ce200a59a4016b,,10/06/2023 23:00,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,Y,,$500 OR LESS,10/07/2023 0:00,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,609,W,OHARE ST,1654,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,6,10,,,
68c22fe895ca58c5c18a561b7cea52fef8fa0a45e3162c0cdcc3111fe8e84122718b5942357d4c90970d7d19315f42146aafbd6d61a2c188a733a4eecf867066,,05/15/2020 05:20:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,05/15/2020 05:45:00 PM,NOT APPLICABLE,NOT APPLICABLE,517,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,6,5,,,
39f9bf68f766b70961a951d50a848357a078576778d3825f303eb9b3e656cd39b0659b6edc8b2b67641052f0d5ae502e2109b42876dafada4caed33b04c19eef,,09/06/2023 18:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",09/06/2023 18:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1400,W,WEBSTER AVE,1811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,9,41.92172981,-87.6632342,POINT (-87.663234201004 41.921729806985)
db61137bc4bb19b84665da12c4c367592e874c623f76a1159a998cf6fafa7dd225820a30a5c4dd36ff4a7147d70c85395dd9b0dfaeea511be8cc8161e8148e07,,07/30/2023 06:09:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/30/2023 07:25:00 PM,IMPROPER LANE USAGE,FAILING TO REDUCE SPEED TO AVOID CRASH,3436,W,HURON ST,1121,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,1,7,41.89377303,-87.71275651,POINT (-87.712756512047 41.893773027997)
03ffabd07a8c33f2d8e2793f0a0a4f51c977467b4d7fb463b06f05dde4efa5f37a1d811d4638c95ea6e58c2a6d27c624818081674566b65494a8591cbcde6254,,07/31/2023 09:45:00 AM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/31/2023 09:50:00 AM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,2,7,,,
6a1b43834bda2343d731703a48d5bf5c57f8d5bccdb24c4267b2801937182d2dcccbb2e3bf2221bda41da5eba803bfa5227c7a532d864454310117f89e357b65,,02/27/2021 04:00:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/27/2021 04:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,517,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,2,,,
ec332e76ccf9a73b65a38c5e680e9ff5e4657280d693112d98d7661ea06a7d5364223a5c929457f0a629559058fc19b7801c7a402c94c582fe2ca567b856fd0a,,07/30/2023 03:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,07/30/2023 04:10:00 PM,NOT APPLICABLE,NOT APPLICABLE,13000,S,STONY ISLAND AVE,434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,1,7,,,
71507cb4c44f4ad65de17b8e2ccbcf1337f9a31ec34c422e1df2bd6fc017f76830a6740fdb0cc9805e9e855ba26dba5b7c44bfc794fe11384b7771dcf0d9cc1b,,02/26/2023 01:26:00 AM,10,OTHER,OTHER,CLEAR,DARKNESS,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/26/2023 01:26:00 AM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,8700,S,CHICAGO SKYWAY OB,412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,1,2,,,
7339a540a6006e921e79fb272e450edac8f300383317255a04230ec63cabff4b5fb0fb5ce69a0e2de639581a03dbe26205405729782c89b0dc3ae66548646e48,,03/06/2023 19:15,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",03/06/2023 19:45,NOT APPLICABLE,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,2,3,,,
744560c051a84af965325c9e52b8f7f2e3ced66fcdf8a46345e61921654ce4fc336292e328b526024479c63f5ed01917f2088ec7b65d5384651b272d05fb644a,,05/15/2023 04:55:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/15/2023 05:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2653,W,OGDEN SD,1023,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,2,5,,,
8640aa03a86f10df7a8c1dafc03d1551c4a4c0262397f3ab7bccb2b62e75f94132f1f92953d980712fce89d1c374f1a30c239475c880303d9842bba5b8987775,Y,09/06/2023 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",09/06/2023 11:30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,3120,N,AUSTIN AVE,2511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,11,4,9,41.93725217,-87.77632053,POINT (-87.776320528037 41.937252170984)
888daacc1e40bb00d59ceb2a966047f99d067459fe6c908ca9491b41ad630358262c9db07be0284610abc9a5a53e8dbb394dbae1560af76f78e9ddb038190c45,,09/06/2023 0:59,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,N,Y,,"$501 - $1,500",09/06/2023 0:59,UNABLE TO DETERMINE,NOT APPLICABLE,1545,W,NORTH AVE,1433,,,,,,,1,NONINCAPACITATING INJURY,2,0,0,2,0,0,0,0,4,9,41.91053001,-87.66705059,POINT (-87.66705058601 41.910530014022)
756c0dcb1a029d3f282fe5446824773b76eaa02306c4128fbed7fc935a3a6072b66798a311dd094a649ce12e3ed284ece7f5e3ace31bce65a0d05a816f9920e3,,07/05/2023 17:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,RAMP,,CURVE ON GRADE,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/05/2023 17:45,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,7,,,
8e2bc2311dd20bae1f3e254d27c611a9a7a81c0d272f721cf495ceba2a8eed223cfa087110247e5ba25d3522ddc1450edcf209f50c5712104579e5e3bd6ef9bb,,09/23/2023 01:10:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",09/23/2023 06:20:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,209,N,GREEN ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,7,9,41.88596062,-87.6485028,POINT (-87.648502797958 41.885960617958)
766067aec26988c86aba414d9673ea3d4d1e3c9a0cabff6cf947807450f7d3dc3c428d89c5706aaf086b72a675efc4e95820c597b9267f8a94ad1443a2912298,,06/13/2019 11:45:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",06/13/2019 11:50:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,5,6,,,
766b97b1016db28fd9ebeed8ad6af8406f60db7e80291a15f9cf8d649910eed7544c5c24db60137502da3df8bf12b5170f6f1cb6c27d151a393cd31b51bef391,,07/25/2021 06:42:00 PM,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/25/2021 06:58:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,237,W,CULLERTON ST,914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,1,7,,,
7b4709933ff6c929486bbd0345aaa4ac03d3035351dc0f8791d4e531a026f6de19f48c340b6409a2cab6dcc629f0513c8ed8c6c9d64e3763020997be4f873ebb,,12/27/2021 10:15:00 AM,35,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",12/27/2021 10:25:00 AM,FOLLOWING TOO CLOSELY,WEATHER,3,W,TERMINAL ST,1653,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,2,12,,,
7d26385dd147bb290026a037d64d93023863edd2a6f06e0d0d94adab390bac3c4f23205f482e73b8a31b32531a2ebdc0f6b9ee17a2cead9053f54583d96c581c,,03/04/2020 8:50,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/04/2020 8:55,UNABLE TO DETERMINE,NOT APPLICABLE,583,W,OHARE ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,4,3,,,
7d4c14cc07239f005afe3e71923a4d8683909baba77dd0b559c358c6002e6c21d167a1686190874b496fb775d84c081e2e1e0c27e8dfe1c711081b74fea40d24,,08/01/2021 19:14,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",08/01/2021 19:17,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,19,1,8,,,
88945695da03f37bbf45c5da0620548117f73ed64619504a4303babc445c92d98d23411d6a40a6d6b25e2f7d4f24d165f15d54a6dec7bb149964f76b670d7a5f,,08/05/2023 17:00,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,FIXED OBJECT,ONE-WAY,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/05/2023 17:05,EQUIPMENT - VEHICLE CONDITION,NOT APPLICABLE,2,W,I190 EXPY,1654,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,7,8,,,
dc08998c7c36e525d4dc485a34fb39bd39276a333845d6777f03acc747b2ae758d833aed410875e1337a24ce37dacb271559fcffec758cb9dc7ea8d38f151311,,08/24/2023 07:00:00 AM,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",09/03/2023 15:30,UNABLE TO DETERMINE,NOT APPLICABLE,10000,W,BALMORAL AVE,1650,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,5,8,,,
f1779af8b006d956f29723ac415bd54b61ef9acf84e38e1773eaa7241b1fa092a2841f9dae6d49fb004b99b5ff7996ec856387f0bf4182602177aefcc43b8887,,09/23/2023 03:00:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",09/23/2023 04:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,1700,W,GREENLEAF AVE,2423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,7,9,42.01034169,-87.67233182,POINT (-87.672331815029 42.01034168595)
7f2bbbf0a7e0345852d0a9d841b16904e4bfa0149a8f7ecd41906d3ef0d20f947739073772ae6f52df891bab02be4f0a1be6699253b1e45c4f106129560a637d,,06/08/2019 23:35,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",06/08/2019 23:39,UNABLE TO DETERMINE,NOT APPLICABLE,1750,S,KEELER AVE,1012,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,7,0,23,7,6,,,
